facilityId,serviceLineLevel3,orderId   ,lineItemId,sku               ,masterMaterialId,batchId   ,deviationNumber,deviationDescription                                                                                                      ,deviationTypeName                ,deviationStatusName         ,deviationSeverityName,deviationOpenedDate,deviationClosedDate,deviationProjectedCloseDate,START_DATE  ,END_DATE    ,ACTIVE,CHANGE,DATE_SENT                    ,ID,,,,
1013      ,Steriles         ,0000051739,000010    ,000000000000362987,7000000178      ,AVZVA457A ,"681,648        ",Mix-up                                                                                                                    ,Deviation                        ,Closed - Done               ,Major                ,2023.11.14         ,2023.12.19         ,2023.12.14                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000051739,000010    ,000000000000362987,7000000178      ,AVZVA457A ,"683,517        ",out of limit for critical defects after SAVI step KW: VI limits excedeed                                                  ,Deviation                        ,Closed - Done               ,Major                ,2023.11.16         ,2024.01.25         ,2023.12.16                 ,"Jan 26, 2024","Dec 31, 9000",Y     ,U     ,"Jan 26, 2024, 11:56:49.423 AM",1 ,,,,
1011      ,Steriles         ,2023300772,000170    ,000000000000415728,5000000607      ,SP2106N   ,"421,331        ","Anomalous pH identified by production personnel, batch S22BULK016                                                         ",Deviation                        ,Closed - Done               ,Major                ,2022.10.20         ,2022.11.25         ,2022.11.19                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011      ,Steriles         ,2023300772,000170    ,000000000000415728,5000000607      ,SP2106N   ,"479,593        ",Exceeding tollerance limit for batch SP2106                                                                               ,Deviation                        ,Closed - Done               ,Major                ,2023.01.16         ,2023.02.07         ,2023.02.15                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000058247,000010    ,000000004000004696,5000003414      ,CPGWT     ,"537,147        ",Standard weight out of balance calibration range during dissolution test on Ponatinib                                     ,Deviation                        ,Closed - Done               ,Minor                ,2023.03.31         ,2023.03.31         ,2023.04.30                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000039782,000010    ,000000000000360147,7000000138      ,21C051    ,"118,552        ",HT exceeding of 120 minutes of pre-stoppered vials storage in LAF trolley                                                 ,Deviation                        ,Closed - Done               ,Major                ,2021.06.01         ,2021.07.07         ,2021.07.01                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000050677,000010    ,000000000000510477,5000000758      ,MM325M0301,"563,091        ",Bioindicator with positive result (growth) ATC 015 - ST2 Key Word Validation                                              ,Deviation                        ,Closed - Done               ,Major                ,2023.05.10         ,2023.09.18         ,2023.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000051182,000010    ,000000000000510356,5000000761      ,MM330M0401,"361,099        ",Out of Yield                                                                                                              ,Deviation                        ,Closed - Done               ,Minor                ,2022.07.18         ,2022.08.16         ,2022.08.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005      ,OSD              ,0000050641,000010    ,000000003000004486,7000000413      ,CKDFC     ,"159,990        ",Foreign particles found during charging of Lactose to blender for Otezla 30mg Batch CKDFC                                 ,Deviation                        ,Closed - Done               ,Major                ,2021.08.18         ,2021.09.27         ,2021.09.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,2022300713,000010    ,000000000000360478,7000000084      ,0010616543,"424,019        ",OOS on Assay test for batch 0010664298 of AMG-531 0.4 mg/vial 2C Step                                                     ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2022.10.25         ,2022.11.09         ,2022.11.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,2020300019,000010    ,000000000000361072,7000000132      ,MD0079    ,"191,075        ",Microbiological environmental monitoring excursion Sterile Area 5 - air                                                   ,Environmental                    ,Closed - Done               ,Minor                ,2020.03.31         ,2020.06.23         ,2020.04.30                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,2022300653,000010    ,000000000000360478,7000000084      ,0010611195,"436,693        ","Missing FORM-000027611 \"" check list material loading - filling configuration\""                                           ",Deviation                        ,Closed - Done               ,Minor                ,2022.11.10         ,2022.11.18         ,2022.12.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000057679,000010    ,000000004000006492,5000004318      ,CPBYV     ,"480,029        ","Recipe accidentally advanced after spraying 4 kg solution for pan A, Sotorasib (AMG-510) Tablets 120mg, batch CNSMX       ",Deviation                        ,Closed - Done               ,Major                ,2023.01.16         ,2023.02.17         ,2023.02.15                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,2021300701,000010    ,000000000000361366,7000000151      ,0010504103,"207,603        ",VI Limits Exceeded                                                                                                        ,Deviation                        ,Closed - Done               ,Minor                ,2021.11.08         ,2021.11.18         ,2021.12.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000050676,000010    ,000000000000363266,7000001108      ,0010613565,"571,960        ",Microbiological environmental monitoring excursion Sterile Area 4 -  air                                                  ,OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2023.05.24         ,2023.06.23         ,2023.06.23                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000073158,000010    ,026659            ,5000000809      ,AT3941B   ,"481,323        ",12/27/2022 @1647 338720 ? Chest L1 Gilead AT3941A Action Tier 2                                                           ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.01.18         ,2023.02.06         ,2023.02.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000049549,000010    ,000000000000510349,5000000047      ,LM036M1001,"563,091        ",Bioindicator with positive result (growth) ATC 015 - ST2 Key Word Validation                                              ,Deviation                        ,Closed - Done               ,Major                ,2023.05.10         ,2023.09.18         ,2023.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000048028,000010    ,000000004000003006,5000001021      ,CGXKG     ,"49,654         ","OOS assay result and low SCU results obtained for Ponatinib Tablets, 15 mg, batch # CGXKC.                                ",OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2021.01.29         ,2021.05.05         ,2021.02.28                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000072437,000020    ,013775            ,5000000026      ,AS6710B   ,"400,451        ",9/9/22-9/10/22 2F109-NVA-3-0.5/5.0 Amgen AS6710A Action Tier 1                                                            ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2022.09.18         ,2022.10.18         ,2022.10.18                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000072437,000020    ,013775            ,5000000026      ,AS6710B   ,"416,052        ",Seven day sterility observations not documented                                                                           ,Deviation                        ,Closed - Done               ,Minor                ,2022.10.11         ,2022.10.14         ,2022.11.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000072437,000020    ,013775            ,5000000026      ,AS6710B   ,"400,449        ",09/09/2022 207667 Setup Left Fingerprints AS6710A Amgen Action Tier 2                                                     ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2022.09.18         ,2022.10.18         ,2022.10.18                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000072437,000020    ,013775            ,5000000026      ,AS6710B   ,"400,450        ",09/10/2022 213678 Left Fingerprints AS6710A Amgen Action Tier 2                                                           ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2022.09.18         ,2022.10.18         ,2022.10.18                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000072437,000020    ,013775            ,5000000026      ,AS6710B   ,"396,080        ",Smeja Isolator Malfunctioned During Production of AMG-416 Batch AS6710A                                                   ,Deviation                        ,Closed - Done               ,Major                ,2022.09.10         ,2023.01.05         ,2022.10.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000072437,000020    ,013775            ,5000000026      ,AS6710B   ,"418,433        ","AMG 416 Assay OOS, Steriles Lab                                                                                           ",OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2022.10.14         ,2023.01.05         ,2022.11.13                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000060236,000010    ,000000004000006605,5000005367      ,CSCMD     ,"437,759        ","Macropactor (MFG2624) lost data during HMIs automatic time change for daylight savings time, Descovy 10 mg, CNMVH, Mix A  ",Deviation                        ,Closed - Done               ,Major                ,2022.11.11         ,2022.12.07         ,2022.12.11                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000051462,000010    ,000000000000362051,7000000211      ,H09       ,"739,244        ",Discovery of contaminated vial of Media Fill batch 01104                                                                  ,Deviation                        ,Investigation/RCA/CAPA Plan ,Critical             ,2024.02.09         ,?                  ,2024.03.10                 ,"Feb 13, 2024","Dec 31, 9000",Y     ,U     ,"Feb 13, 2024, 11:56:51.017 AM",1 ,,,,
1013      ,Steriles         ,0000051462,000010    ,000000000000362051,7000000211      ,H09       ,"664,828        ",Luspatercept batch H09 (code 351829) - Incorrect calculation during bulk solution preparation. KW: Documentation error    ,Deviation                        ,Closed - Done               ,Major                ,2023.10.18         ,2023.11.30         ,2023.11.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000061243,000010    ,000000004000006267,5000005695      ,CPHKT     ,"571,414        ",Out of specification results for Propyl Gallate blend uniformity in Momelotinib Common Blend.                             ,OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2023.05.23         ,2023.06.14         ,2023.06.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000061243,000010    ,000000004000006267,5000005695      ,CPHKT     ,"457,927        ",Bracket standard missing at end of sequence for 3 MMB dissolution batches                                                 ,Deviation                        ,Closed - Done               ,Minor                ,2022.12.12         ,2023.02.09         ,2023.01.11                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068005,000010    ,013775            ,5000000026      ,AP5514B   ,"614,871        ",AMGEN-P-2021-42 / 013775 / AMG 416 2.5mg Liquid Vial                                                                      ,Stability                        ,Open                        ,?                    ,2021.03.25         ,?                  ,?                          ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068005,000010    ,013775            ,5000000026      ,AP5514B   ,"72,239         ",2/26/21 213678-LFP Action Tier 2 AP5514A Amgen                                                                            ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2021.03.10         ,2021.04.14         ,2021.04.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000068005,000010    ,013775            ,5000000026      ,AP5514B   ,"65,509         ","AMG416 batch AP5514A, filling past the validated 24hour fill time                                                         ",Deviation                        ,Closed - Done               ,Major                ,2021.02.26         ,2021.07.26         ,2021.03.28                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,2022300712,000010    ,000000000000360478,7000000084      ,0010664298,"424,019        ",OOS on Assay test for batch 0010664298 of AMG-531 0.4 mg/vial 2C Step                                                     ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2022.10.25         ,2022.11.09         ,2022.11.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048563,000010    ,000000000000360147,7000000138      ,23A062    ,"540,044        ",Prolonged stoppering step and high number of sticky vials KW: Equipment malfunction Lyo machine                           ,Deviation                        ,Closed - Done               ,Major                ,2023.04.04         ,2023.09.19         ,2023.05.04                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048563,000010    ,000000000000360147,7000000138      ,23A062    ,"531,654        ",OOS IPC Value for Protein Concentration on Remicade 100mg batch 23A062 step 4C                                            ,OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2023.03.27         ,2023.09.14         ,2023.04.26                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048563,000010    ,000000000000360147,7000000138      ,23A062    ,"563,091        ",Bioindicator with positive result (growth) ATC 015 - ST2 Key Word Validation                                              ,Deviation                        ,Closed - Done               ,Major                ,2023.05.10         ,2023.09.18         ,2023.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000048563,000010    ,000000000000360147,7000000138      ,23A062    ,"634,272        ",Discovery of contaminated vial of Media Fill batch 01072                                                                  ,Deviation                        ,Closed - Done               ,Major                ,2023.08.30         ,2023.11.06         ,2023.09.29                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005      ,OSD              ,0000051194,000010    ,000000003000003389,7000000416      ,CKKFX     ,"222,240        ","The spray rate was not increased to 480 g/min after 20.5kg of solution was sprayed, Pan 1, Pepcid 20mg Batch CKKFX.       ",Deviation                        ,Closed - Done               ,Major                ,2021.12.01         ,2021.12.21         ,2021.12.31                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000039907,000010    ,000000004000004854,5000001479      ,CCCDW     ,"174,310        ","During client review, on 24/JUN/2019, it was discovered that system suitability (system drift) did not meet criteria.     ",Procedure                        ,Closed - Done               ,Major                ,2019.06.26         ,2019.10.01         ,2019.07.26                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013      ,Steriles         ,0000047842,000010    ,000000000000361915,7000000178      ,AVZVA393A ,"480,692        ",AVI ejected vial percentage limit exceeded - KW: VI limit exceeded                                                        ,Deviation                        ,Closed - Done               ,Major                ,2023.01.17         ,2023.03.06         ,2023.03.31                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000073328,000010    ,028843            ,5000004085      ,AS3603B   ,"352,205        ",JnJ BCMA batch AS3603A SMEJA 120 used instead of SMEJA 280                                                                ,Deviation                        ,Closed - Done               ,Major                ,2022.07.01         ,2022.11.08         ,2022.07.31                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011      ,Steriles         ,2023300330,000260    ,000000000000415417,5000000332      ,MP3572B   ,"602,290        ","Wrong print on the label for product IOMERON 400-100 ML -H - FRANCIA, batch MP3572B                                       ",Deviation                        ,Closed - Done               ,Major                ,2023.07.10         ,2023.08.08         ,2023.08.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005      ,OSD              ,0000061060,000010    ,000000003000004486,7000000413      ,CPXFV     ,"649,886        ","Otezla 30 mg FCT Bulk Pkg, Batch CPXFV:  Content Uniformity results did not meet specification.                           ",OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.09.25         ,2023.10.23         ,2023.10.25                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005      ,OSD              ,0000056574,000010    ,000000003000004486,7000000413      ,CNSYN     ,"500,970        ","Batch record steps not followed during Coating of OTEZLA 30mg, batch CNSYN                                                ",Deviation                        ,Closed - Done               ,Minor                ,2023.02.13         ,2023.03.10         ,2023.03.15                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000044534,000010    ,000000004000002932,5000002671      ,CFGXH     ,"3,551          ","Ponatinib had low stratified results CFFKZ,15 mg (36.4, 46.1%) & batch CFGXG, 30 mg (77.9, 88.8%)                         ",OOS/OOT/E(U)M                    ,Closed - Done               ,Major                ,2020.04.16         ,2020.04.23         ,2020.05.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074886,000010    ,026656            ,5000000932      ,AT9706B   ,"570,180        ",05/20/2023 @0958 2F345-P3-5.0 L1 Remdesivir AT9706A Action Tier 1                                                         ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.05.21         ,2023.06.20         ,2023.06.20                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074886,000010    ,026656            ,5000000932      ,AT9706B   ,"574,764        ",05/20/2023 @1232 339212 ? Chest L1 Gilead AT9706A Action Tier 2 TREND                                                     ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.05.28         ,2023.06.20         ,2023.06.27                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031      ,Steriles         ,0000074886,000010    ,026656            ,5000000932      ,AT9706B   ,"574,763        ",05/20/2023 @2055 291425 ? Left Wrist L1 GIlead AT9706A Action Tier 2                                                      ,OOS/OOT/E(U)M                    ,Closed - Done               ,Minor                ,2023.05.28         ,2023.06.27         ,2023.06.27                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005      ,OSD              ,0000054014,000010    ,000000003000004486,7000000413      ,CMPYG     ,"339,234        ","Short drying time during coating of Otezla (Apremilast) 30mg FCT Bulk Pkg, Batch CMPYG                                    ",Deviation                        ,Closed - Done               ,Major                ,2022.06.13         ,2022.06.29         ,2022.07.13                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000058799,000010    ,000000004000005913,5000003709      ,CPNVX     ,"629,354        ","Discrepancy observed in Labeler parameter for AMG-510 120mg, Batches: CPNVX, CPNXZ and CPKSG                              ",Deviation                        ,Closed - Done               ,Minor                ,2023.08.22         ,2023.09.13         ,2023.09.21                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003      ,OSD              ,0000029793,000010    ,000000004000002524,5000002858      ,VDHW      ,"93,693         ",Tablets with black specks observed during compression of Sofosbuvir 400mg batch VDKB.                                     ,Product                          ,Closed - Done               ,Major                ,2015.11.05         ,2017.07.02         ,2015.12.05                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
