systemName,systemId,facilityId,facilityName,facilityLegalName,serviceLineLevel3,plantId,sku,materialUpdatedOn,materialVersion,apiId,apiName,apiStatus,apiUpdatedOn,apiVersion,tradeId,tradeName,tradeStatus,tradeUpdatedOn,tradeVersion,masterMaterialId,masterDescription,materialType,industrySector,materialGroup,baseUOM,batchSize,lotSizeRule,masterStatus,masterUpdatedOn,masterVersion,masterClientId,masterName,addressLine1,addressLine2,addressLine3,city,state,postalCode,country1,country2,masterClientStatus,masterClientUpdatedOn,masterClientVersion,parentClientId,parentName,parentStatus,parentUpdatedOn,parentVersion,erpCustomerId,erpCustomerUpdatedOn,erpCustomerVersion,customerMaterialId,shipToId,shipToName,shipToStreet,shipToCity,shipToState,shipToCountry,shipToZipCode,saleUOM,UoMConversions,START_DATE,END_DATE,ACTIVE,CHANGE,DATE_SENT,ID,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,415365,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000271,rlnvilm 649 799no yv                                                             ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,702450                             ,864,pfvsmv + mztvo hio xlm fmrxl hlxrl ,hgizwz erxrmzov uizggz h/m olx.kzwf,zmztmr                             ,           ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416230,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000223,rlnvilm 699 3c499no hv ur                                                        ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,704338                             ,864,pfvsmv + mztvo hio xlm fmrxl hlxrl ,hgizwz erxrmzov uizggz h/m olx.kzwf,zmztmr                             ,           ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416235,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000363,rlnvilm 599 89c49no hv ur                                                        ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,704343                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416237,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000414,rlnvilm 599 3c499no hv ur                                                        ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,704345                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416250,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000202,rlnvilm 699 499no fp                                                             ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,708009                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416251,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000301,rlnvilm 649 499no fp                                                             ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,708010                             ,864,pfvsmv + mztvo hio xlm fmrxl hlxrl ,hgizwz erxrmzov uizggz h/m olx.kzwf,zmztmr                             ,           ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,415887,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000251,rlnvilm 649 89c849no wp ml                                                       ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,700188                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416065,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000246,rlnvilm 649 89c899no pi                                                          ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,701466                             ,864,pfvsmv + mztvo hio xlm fmrxl hlxrl ,hgizwz erxrmzov uizggz h/m olx.kzwf,zmztmr                             ,           ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,415892,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000351,rlnvilm 599 89c899no wp ml                                                       ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,709825                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,415822,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000395,rlnvilm 599 49no yt                                                              ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,700085                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416069,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000387,rlnvilm 599 499no pi                                                             ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,701472                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416257,2020-11-20       ,0,"100,053",tzwlyvmzgv                                                     ,ACTIVE   ,2020-10-22  ,0,"100,054",nfogrszmxv  ,ACTIVE     ,2020-10-22    ,0,5000000573,nfogrszmxv 84no erzoh yi                                                         ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,126811,Bio HealthCare Inc - Client 1,?           ,            ,erz vtrwrl uloor 49           ,nrozml            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2023-05-24           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506456,2023-05-24          ,0,701155                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,415855,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000258,rlnvilm 649 89c799no hp                                                          ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,700052                             ,864,pfvsmv + mztvo hio xlm fmrxl hlxrl ,hgizwz erxrmzov uizggz h/m olx.kzwf,zmztmr                             ,           ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,416260,2020-12-13       ,0,"100,051",rlkznrwlo                                                      ,ACTIVE   ,2020-10-22  ,0,"100,073",rlkznril 699,ACTIVE     ,2020-11-05    ,0,5000000804,rlkznril 699 89no xs                                                             ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-14     ,0,126811,Bio HealthCare Inc - Client 1,?           ,            ,erz vtrwrl uloor 49           ,nrozml            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2023-05-24           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506456,2023-05-24          ,0,701499                             ,864,pfvsmv + mztvo hio xlm fmrxl hlxrl ,hgizwz erxrmzov uizggz h/m olx.kzwf,zmztmr                             ,           ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,uVIVMGRML     ,kZGSVLM rGZORZ hKz                ,Steriles         ,20,415861,2020-11-20       ,0,"100,040",rlnvkilo                                                       ,ACTIVE   ,2020-10-22  ,0,"100,039",rlnvilm     ,ACTIVE     ,2020-10-22    ,0,5000000333,rlnvilm 599 899no rw                                                             ,FERT        ,P             ,wkilw97      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0,200033,Bio HealthCare Inc - Client 2,            ,            ,eRZ xZWFGR WR nZIXRMVOOV 86   ,nROZML            ,     ,79865      ,rg      ,rgz     ,ACTIVE            ,2020-10-23           ,0,11801,Bio HealthCare Inc,ACTIVE      ,2020-10-20     ,0,206506511,2020-12-08          ,0,701126                             ,46,hroezml xsrzkkzilor oltrhgrxz hkz  ,hgizwz kilermxrzov nlilovmhv       ,zmztmr                             ,ui         ,rg           ,96987        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
